Title,Rating,Genres,Tags,Watchers,Popularity,Cast,Synopsis
Oh My Venus,8.27,"Comedy, Law, Life, Romance","Body Image, Bromance, Cohabitation, Hardworking Female Lead, Hardworking Male Lead, Hidden Identity, Makeover, Multiple Couples, Rich Male Lead, Steamy Kiss, Successful Male Lead, Weight Loss",106826.0,0.126,"Henry Lau, Jung Gyu Woon, Shin Min Ah, So Ji Sub, Sung Hoon, Yoo In Young","Kim Yeong Ho is a personal trainer for Hollywood stars. He reluctantly comes back to Korea to face his family after a scandal with an actress. Even though he comes from a wealthy family background, he suffered a devastating injury during his childhood days. Now, he overcomes his problems with living a healthy lifestyle. Kang Joo Eun is a 33-year-old lawyer who was once the beauty of her school, nicknamed ""Daegu's Venus"". Over the years she has become overweight and unhealthy. She gets dumped by her boyfriend of 15 years. Kang Joo Eun meets Kim Yeong Ho, who agrees to be her personal trainer to help her get healthier. As they work on her physical transformation, they both discover they have feelings for each other. As they grow closer, they heal each other's emotional wounds and fall in love."
Once Again ,8.6,"Comedy, Drama, Life, Romance","Brother-Sister Relationship, Cold Female Lead, Family Conflict, Hate Relationship, Heartwarming, Judo, Love, Mother-Daughter Relationship, Multiple Couples, Multiple Mains, Muteness",12135.0,-0.284,"Cha Hwa Yun, Chun Ho Jin, Lee Cho Hee, Lee Jung Eun, Lee Min Jung, Lee Sang Yeob, Oh Dae Hwan, Oh Yoon Ah","""Once Again"" is the story of the eventful Song family who can’t get a day of peace and their neighbors in Yongju Market.
Frugal father Song Young Dal and nagging mother Jang Ok Boon have been married for many years and have 4 adult children: stuntman Joon Sun, housewife Ga Hee, pediatrician Na Hee, and intern Da Hee.
The third child Na Hee works with her fellow pediatrician husband Gyu Jin at the same hospital. They fell in love during their medical school days and got married, but they have since drifted apart and their married life is not doing well. Meanwhile, the first child Joon Sun and second child Ga Hee are both divorcees and have returned to live with their parents, while the youngest child Da Hee is engaged to be married soon.
Partway, mysterious kimbap restaurant owner Kang Cho Yeon joins the fray and opens up shop in the Yongju Market. How will her appearance impact the other characters?"
Our Beloved Summer,8.67,"Drama, Life, Romance, Youth","Character Development, Coming Of Age, Enemies To Lovers, First Love, Flashback To Past, Hate Relationship, Healing, High School Sweethearts, Interview, Love, Lovers Reunited, Second Chance Romance",106851.0,0.052,"Ahn Dong Goo, Choi  Woo Shik, Choi Woo Shik, Kim Da Mi, Kim Sung Cheol, Park Jin Joo, Roh Jeong Eui","Years after filming a viral documentary in high school, two bickering ex-lovers get pulled back in front of the camera — and into each other's lives. Choi Woong seems naive and a free-spirited man, but he wants to have something for the first time in his life. For that, he shows what he holds in his mind. Kook Yeon Soo aimed to become the top student at her school, but she is now an adult who lives fiercely, adapting to her reality."
Our Beloved Summer ,8.7,"Drama, Life, Romance, Youth","Coming Of Age, Enemies To Lovers, First Love, Flashback To Past, Hate Relationship, Healing, High School Sweethearts, Interview, Love, Lovers Reunited, Second Chance Romance",65303.0,-0.107,"Choi Woo Shik, Kim Da Mi, Kim Sung Cheol, Roh Jeong Eui","Years after filming a viral documentary in high school, two bickering ex-lovers get pulled back in front of the camera — and into each other's lives. Choi Woong seems naive and a free-spirited man, but he wants to have something for the first time in his life. For that, he shows what he holds in his mind. Kook Yeon Soo aimed to become the top student at her school, but she is now an adult who lives fiercely, adapting to her reality."
Our Blues ,8.7,"Drama, Life, Melodrama, Romance","Anthology, Deaf Supporting Character, Depression, Friendship, Hearing Impaired Supporting Character, Island Setting, Middle-Aged Female Lead, Middle-Aged Male Lead, Multiple Mains, Slow Burn Story",27862.0,-0.245,"Bae Hyun Sung, Cha Seung Won, Choi Young Joon, Gi So Yoo, Go Doo Shim, Han Ji Min, Jung Eun Hye, Kim Hye Ja, Kim Woo Bin, Lee Byung Hun, Lee Jung Eun, Park Ji Hwan, Roh Yoon Seo, Shin Min Ah, Uhm Jung Hwa","""Our Blues"" takes on an omnibus-style drama, which tells the story of diverse characters that are somewhat interconnected, in one way or the other.
Lee Dong Suk, a guy born on the beautiful island of Jeju, selling goods from the mainland in his truck for a living. He meets Min Sun Ah, a girl with a mysterious past, who has come to Jeju to escape that life.
Park Jung Joon, a ship captain, falls in love with Lee Young Ok, a diver with a bright and bubbly personality.
Jung Eun Hee, a fish shop owner, reunites with her past lover Choi Han Soo. They cross paths in Jeju Island when he returns back, after realizing that city life is not for him."
Partners for Justice Season 2,8.7,"Drama, Law, Medical, Mystery","Age Gap [Drama Life], Age Gap [Real Life], Doctor Male Lead, Forensic Medical Examiner Male Lead, Forensic Science, Prosecutor Female Lead, Prosecutor Supporting Character, Rich Female Lead, Serial Killings, Teamwork",8549.0,-0.316,"Jung Jae Young, Jung Yoo Mi, Kang Seung Hyun, Noh Min Woo, Oh Man Suk, Park Jun Gyu","In crime and in life, all contact leaves a trace. There is no perfect crime and our hero and heroine have the ultimate cooperation. This drama continues the tale of a forensic scientist and a prosecutor who make the best of teams."
Pinocchio,8.37,"Comedy, Mystery, Romance, Thriller","Adopted Siblings Love, Bromance, Cohabitation, Double Identity, Hidden Identity, Journalism, Misunderstanding, Murder, News Media, Revenge, Tragic Past, Wrongfully Accused",151350.0,0.271,"Jin Kyung, Kim Young Kwang, Lee Jong Suk, Lee Pil Mo, Lee Yoo Bi, Park Shin Hye","The idealistic Choi In Ha has her work cut out for her when she becomes a broadcast reporter, especially when she suffers from a condition known as “Pinocchio syndrome,” which makes her break out into hiccups whenever she tells a lie. Her rookie colleagues include Choi Dal Po, whose shabby appearance masks his true eloquence and sharp memory; Seo Bum Jo, a wealthy heir who has had everything handed to him in life; and Yoon Yoo Rae, whose fangirl knowledge comes in handy in covering the news. The 20-something newbie reporters pursue justice as they try to discover themselves in the process."
Prison Playbook,9.03,"Comedy, Crime, Drama, Life","Baseball, Best Friends' Relationship, Black Comedy, Bromance, Character Development, Gangster, Life Lesson, Murder, Prison, Prison Setting, Prisoner Male Lead, Slight Romance, Strong Male Lead, Wrongfully Accused",86122.0,-0.091,"Im Hwa Young, Jung Kyung Ho, Kim Kyung Nam, Krystal Jung, Park Hae Soo, Ye Soo Jung","Kim Je Hyuk, a famous baseball player, is arrested after using excessive force while chasing a man trying to sexually assault his sister. Shockingly to him and the rest of the nation, he is sentenced to a year in prison. There, he meets his childhood friend and fellow baseball player, Lee Joon Ho, who gave up on baseball after a car accident, but now is a prison guard and one of Je Hyuk's biggest fans. The drama revolves around Je Hyuk's time in prison, as well as the prisoners he meets and events that take place there."
Prison Playbook ,9.0,"Comedy, Crime, Drama, Life","Baseball, Black Comedy, Bromance, Character Development, Life Lesson, Murder, Prison Setting, Slight Romance, Strong Male Lead, Wrongfully Accused",65379.0,-0.162,"Jung Kyung Ho, Park Hae Soo","Kim Je Hyuk, a famous baseball player, is arrested after using excessive force while chasing a man trying to sexually assault his sister. Shockingly to him and the rest of the nation, he is sentenced to a year in prison. There, he meets his childhood friend and fellow baseball player, Lee Joon Ho, who gave up on baseball after a car accident, but now is a prison guard and one of Je Hyuk's biggest fans. The drama revolves around Je Hyuk's time in prison, as well as the prisoners he meets and events that take place there."
Racket Boys ,8.8,"Comedy, Drama, Life, Sports","Arrogant Female Lead, Badminton, Carefree Protagonist, Multiple Mains, Rural Life, Slight Romance, Sport Club, Tough Female Lead, Tough Male Lead, Working Mom",22810.0,-0.282,"Choi Hyun Wook, Kim Kang Hoon, Kim Min Ki, Kim Sang Kyung, Lee Jae In, Lee Ji Won, Oh Na Ra, Son Sang Yeon, Tang Jun Sang","A story of a boys' badminton team at a middle school in Haenam as they grow, both as people and as players.
Yoon Hyun Jong was once a very good badminton player, but now he struggles to make ends meet for his family. Therefore, he jumps at a chance to coach a middle school team, only to find a team on the verge of disbandment with only three players: Bang Yoon Dam, Na Woo Chan, and Lee Yong Tae. The three boys struggle along, improving as Yoon Hae Kang, Yoon Hyun Jong's son, joins the team along with Jung In Sol. Now having enough players to enter competitions, they try to soar to new heights.
Meanwhile, Ra Young Ja, former top badminton player and Yoon Hyun Jong's wife, is the coach of the girls’ badminton team at a girl's middle school in Haenam. On her team are Han Se Yoon, the #1 ranked junior female player in Korea and Lee Han Sol, Se Yoon's best friend, allowing them to be one of the best teams among their peers."
Reborn Rich ,8.6,"Business, Drama, Fantasy, Political","Corruption, Family, Family Conflict, Flashback To Past, Hatred, Office Setting, Power Struggle, Time Travel, Transmigration, Workplace Setting",31307.0,-0.214,"Lee Sung Min, Shin Hyun Bin, Song Joong Ki","Yoon Hyun Woo is a devoted, hard-working, and loyal secretary to the Soonyang chaebol family, which runs the lucrative Soonyang Group business empire, founded by Jin Yang Cheol. During a power struggle between Jin Yang Cheol's children for control of the empire, Hyun Woo is ruthlessly betrayed and killed under the orders of an unknown member of the chaebol family. Miraculously he wakes up as a kid inside the body of the youngest member of the family – Jin Do Jun.
After he realizes what has happened, Yoon Hyun Wo plots to use his new “identity” to formulate a hostile takeover of the group – and punish the people who killed him. But, will the cold-blooded and money-hungry CEO of Soonyang Group, one who firmly believes in right of primogeniture, be so easy to win over or conquer? Will Hyun Woo be able to wrest the reins from Jin Yang Cheol's children? And what role will be played in all this by a dogged public prosecutor named Seo Min Young, nicknamed “Soonyang Group Grim Reaper”?"
Reply 1988,9.1,"Comedy, Family, Life, Romance, Youth","Best Friends, Bromance, Childhood Friends, Coming Of Age, Friendship, Heartfelt, High School, Love Triangle, Mother-Son Relationship, Multiple Couples, Neighbors, Nostalgia, Poor Family, Poor Female Lead, Slice Of Life",123446.0,0.033,"Go Kyung Pyo, Lee Dong Hwi, Lee Hye Ri, Park Bo Gum, Ryu Joon Yeol, Ryu Jun Yeol, Sung Dong Il","Five childhood friends, who all live in the same Ssangmundong neighborhood of Seoul, lean on each other to survive their challenging teen years and set a path for their futures. Sung Deok Sun struggles for attention as the middle child in her poor family while also carrying the burden of her 999th ranking in school. Kim Jung Hwan only has a one-track mind for soccer, even after his family becomes rich overnight. Sung Sun Woo is the perfect student, student council president and a caring and dependable son in his family. Ryu Dong Ryong is a geek who knows more about girls and life than the rest of his friends, but his poor academic score prevents him from being able to go to college. Choi Taek is a genius baduk player who dropped out of school to go professional. As the group of friends gets into and out of mischief around the neighborhood, what experiences from these memorable times together will they carry with them into their future lives?"
Romance Is a Bonus Book,8.1,"Business, Comedy, Melodrama, Romance","Boss-Employee Relationship, Cohabitation, Friends To Lovers, Love Triangle, Nice Male Lead, Older Woman, Secret Crush, Slow Burn Romance, Smart Male Lead, Successful Male Lead, Younger Man",119071.0,0.202,"Jung Eugene, Kim Tae Woo, Kim Yoo Mi, Lee Jong Suk, Lee Na Young, Wi Ha Joon","Cha Eun Ho is a successful and handsome writer who is also the youngest chief editor at a publishing company.  He has a calm demeanor and remains reasonable at work.  He then becomes involved in the life of his childhood friend, Kang Dan Yi who was once a popular copywriter. She is now divorced, a single mother, unemployed and struggling in life though still attempts to find a job, but even with her once good career, she cannot. However, in a desperate attempt to find a job, she lies about her background and begins to work as a temporary worker in the same building under none other than Cha Eun Ho. As they become involved in each other’s life more than often, a love story begins to unfold.(Source: AJ at MyDramaList)"
Run On,8.27,"Drama, Life, Romance, Sports","Calm Male Lead, Eccentric Male Lead, Famous Male Lead, Father-Son Relationship, Hardworking Female Lead, Healing, Multiple Couples, Nice Male Lead, Quirky Humour, Smart Female Lead, Strong Female Lead, Translator Female Lead",98094.0,0.093,"Cha Hwa Yun, Choi Soo Young, Kang Tae Oh, Park Young Gyu, Shin Sae Kyeong, Shin Se Kyung, Yim Si Wan","Ki Sun Gyeom is a sprinter on the national team who was forced to quit due to legal issues. Oh Mi Joo writes translated subtitles for movies. She was thrilled to see her name listed among the credits when she first started. Ki Sun Gyeom had just quit sprinting when he encountered Oh Mi Joo, who felt that destiny most certainly brought them together. Seo Dan Ah is the CEO of a sports agency and the rightful successor to the Seomyung Group. Despite this, she is held back from advancing in the company due to her gender. She fiercely wishes to reclaim what is rightfully hers and lives her life accordingly. Lee Young Hwa, a university art major who enjoys movies and drawing soon enters her life. Could romance be in the cards for these two couples?"
SKY Castle ,8.9,"Drama, Mystery, Psychological","Birth Secret, Black Comedy, Family Pressure, Family Secret, Female Centered Plot, Multiple Mains, Satire, Sibling Rivalry, Social Commentary, Suicide",60782.0,-0.161,"Kim Seo Hyung, Lee Tae Ran, Oh Na Ra, Yeom Jung Ah, Yoon Se Ah","Han Seo Jin, Noh Seung Hye, Jin Jin Hee, and Lee Myung Joo all live with their families in SKY Castle, a luxury private neighborhood hosting wealthy doctors and professors. All of the women wish for their children to enter prestigious universities and are actively supporting their education.
Following the acceptance of Myung Joo’s son into Seoul National University as a medical student, an incident occurs, resulting in the family quickly moving out. To the surprise of Sky Castle’s residents, Lee Soo Im and her inferior family move in. After interacting with the families there, Soo Im takes it upon herself to help the stressed children by challenging the other women of SKY Castle, meanwhile questioning her ways of supporting her step-son as well. She soon starts to uncover the truth of what happened to Myung Joo's family and their relation to the grade coordinator, Kim Joo Young."
She Was Pretty,8.0,"Comedy, Drama, Romance","Character Development, First Love, Hardworking Female Lead, Hidden Identity, Makeover, Mean Male Lead, Misunderstanding, Nice Female Lead, Sassy Female Lead, Unrequited Love",117331.0,0.214,"Ahn Se Ha, Choi Si Won, Go Joon Hee, Hwang Jung Eum, Park Seo Joon, Shin Dong Mi","As a young girl, Hye Jin was impossibly cute and lived a comfortable life with her wealthy parents. Since entering her teens, both her looks and fortunes have drastically changed. She currently lives rent-free with a friend and is a part-time clerk at a convenience store. Out-of-the-blue, Sung Joon, her childhood friend, contacts her and suggests they meet. He is unaware that Hye Jin recently spotted him and knows how fit and handsome he had become. Not wanting to disappoint him, she insists her pretty best friend go in her place. What could go wrong?After landing a full-time job, Hye Jin is surprised to find out that Sung Joon is her boss. To add insult to injury, he is treating her with nothing but disdain and contempt. This is not the friend she fondly remembers, so she goes about hiding her true identity from him.  (Source: MBC)"
Signal,8.97,"Mystery, Sci-Fi, Thriller","Butterfly Effect, Corruption, Criminal Profiler, Death, Different Timelines, Hwaseong Serial Murders, Investigation, Kidnapping, Murder, Serial Killer, Smart Female Lead, Suspense, Time Altering, Tragic Past",87499.0,-0.075,"Jang Hyun Sung, Jo Jin Woong, Kim Hye Soo, Kim Won Hae, Lee Je Hoon, Lee Yoo Joon","Fifteen years ago, a young girl was kidnapped on the way from school, and Park Hae Yeong, who was an elementary school student at that time, witnessed the crime. A few days later, the girl was found dead, and the police were not able to find the culprit. As time went by, Hae Yeong started distrusting the police. "
Signal ,8.9,"Mystery, Sci-Fi, Thriller","Butterfly Effect, Corruption, Death, Different Timelines, Hwaseong Serial Murders, Investigation, Murder, Suspense, Time Altering, Tragic Past",70090.0,-0.126,"Jo Jin Woong, Kim Hye Soo, Lee Je Hoon","Fifteen years ago, a young girl was kidnapped on the way from school, and Park Hae Yeong, who was an elementary school student at that time, witnessed the crime. A few days later, the girl was found dead, and the police were not able to find the culprit. As time went by, Hae Yeong started distrusting the police.
Fifteen years later, Hae Yeong is now a police officer and criminal profiler. One day, he finds a walkie-talkie that allows him to get in contact with Detective Lee Jae Han who is in the past. Police officers Hae Yeong, Jae Han, and Cha So Hyun then set out on a journey to solve cold cases."
Six Flying Dragons ,8.8,"Action, Drama, Historical, Political","Bromance, Goryeo Dynasty, Political Intrigue, Power Struggle, Revolution, Scheme, Smart Male Lead, Sword-fight, Taejo, Taejong",22241.0,-0.284,"Byun Yo Han, Chun Ho Jin, Kim Myung Min, Shin Se Kyung, Yoo Ah In, Yoon Kyun Sang","A fictional, historical drama about the ambition, rise and fall of real and fictional characters based around Yi Bang Won.
Yi Bang Won was the third king of the Joseon Dynasty in Korea and the father of King Se Jong the Great. He helped his father King Tae Jo establish the Joseon Dynasty."
Something in the Rain,8.0,"Business, Life, Melodrama, Romance","Disapproving Parent, Family Dispute, Family Pressure, Forbidden Love, Male Chases Female First, Nice Male Lead, Older Woman, Secret Relationship, Sexual Harassment, Sismance, Younger Man",83265.0,0.089,"Jang So Yeon, Jung Eugene, Jung Hae In, Lee Hwa Ryong, Lee Joo Young, Son Ye Jin","Yoon Jin Ah is a woman in her mid-30s who doesn’t know yet what it’s like to date a man. She’s been dumped by a man many times because of her clumsy, reckless, and foolish behavior. And again, a man she wanted to marry dumps her for the worst reason ever: that she’s like bland, tasteless devil's-tongue jelly, which means she’s not attractive at all as a woman.Just then, Joon Hee appears before her with a broad smile on his face. He’s as refreshing as a soft drink. Joon Hee is Jin Ah’s childhood friend's younger brother, who used to live next door. Jin Ah has always remembered him as a little kid, but one day, he comes back as a really masculine man. When she is surprised by his change, her gut feeling tells her that she would truly fall in love this time.(Source: JTBC)"
Squid Game,8.47,"Action, Drama, Mystery, Thriller","Competition, Death, Death Game, Debt, Extreme Violence, Friends To Enemies, Game Show, Gore, Massacre, Murder, Poor Male Lead, Survival, Suspense",157565.0,0.276,"Anupam Tripathi, Jung Ho Yeon, Lee Jung Jae, Oh Young Soo, Park Hae Soo, Wi Ha Joon","After a failed business venture, the debt-ridden chauffeur Seong Gi Hun lives his life gambling away the money he mooches off his elderly mother while failing to provide for her and his estranged daughter. When his life finally hits rock bottom, he receives an irresistible offer promising him a ₩45.6 billion prize in exchange for winning traditional Korean children's games against 455 other players, among them his childhood friend Cho Sang Woo. Commencing the games, the participants soon learn of the deadly consequences that come with losing."
Start-Up,8.1,"Business, Comedy, Romance, Youth","Artificial Intelligence, Competition, Grandma-Granddaughter Relationship, Hardworking Female Lead, Hardworking Male Lead, Love Triangle, Nice Female Lead, Raised By Grandmother, Sibling Rivalry, Unrequited Love",111863.0,0.176,"Bae Suzy, Kang Han Na, Kim Do Wan, Kim Hae Sook, Kim Seon Ho, Nam Joo Hyuk","Set in one of the world’s most advanced tech sector, “Start Up” tells the tale of the razor-thin margins between ultimate success and abject failure. The story takes place in the fictional Sandbox Company,  where the journey of four unique people is told.After a revolving door of unfulfilling retail jobs, Seo Dal Mi is unsatisfied with the current trajectory of her life. Her soul longs for a grand adventure that sees her at the top and managing her own company. Although she does not have much to offer, she has big dreams, red hot ambition, and the soul of a pioneer.A constant source of his family's pride as a child, Nam Do San as an adult is the founder of Sam San Tech, a fledgling start-up company that is looking to transition into bigger endeavors. But a vague dream and limited ambition see his company flounder. Unknown to him, the tailwinds of fate has begun to fill up SST's sails.Han Ji Pyeong, a man who does not want to owe anyone anything, owes a large debt to one special person who helped him greatly in the past. His role in the start-up world sees him as Judge, Jury, and Executioner, as his pragmatic advice sees the futures of start-ups either rise into greatness or fall into obscurity.Tired of doing all the work, but seeing the credit go to someone else, Won In Jae yearns to prove herself in a male-dominated industry, as a capable woman who can succeed without the advantages her privileged childhood has given her.(Source: Kimsamsoom at MyDramaList)"
Stranger ,8.8,"Drama, Law, Mystery, Thriller","Alexithymia, Calm Male Lead, Corruption, Crime Solving Duo, Emotionless Male Lead, Investigation, Murder, Smart Female Lead, Strong Female Lead, Suspense",49189.0,-0.185,"Bae Doo Na, Cho Seung Woo, Lee Joon Hyuk, Shin Hye Sun, Yoo Jae Myung","Hwang Shi Mok underwent brain surgery as a child to curb his violent temper, which left him devoid of emotions. Hwang becomes a prosecutor known for his piercing intelligence and logic, but he is ostracized because he lacks empathy and social skills. He is also one of only a handful of upright prosecutors who have refused to take bribes. One day, he encounters a stabbing victim while investigating corruption. He meets Lieutenant Han Yeo Jin at the crime scene. They join forces to root out corruption at the prosecutors’ office and solve a serial murder case."
Stranger Season 2,8.6,"Drama, Law, Mystery, Thriller","Alexithymia, Calm Male Lead, Corruption, Emotional Blunting, Power Struggle, Sassy Female Lead, Smart Male Lead, Strong Female Lead, Strong Male Lead, Suspense",17630.0,-0.264,"Bae Doo Na, Cho Seung Woo, Choi Moo Sung, Jeon Hye Jin, Lee Joon Hyuk, Yoon Se Ah","The prosecutor's office and the police find themselves on opposing sides. The prosecutors, including elite prosecutor Woo Tae Ha, want discretionary power over investigations. Meanwhile, the police, including Choi Bit, try to get the complete investigative authority that is independent of the prosecutor's office.
In this tense situation, Prosecutor Hwang Shi Mok and Detective Han Yeo Jin chase after the truth in a hidden case."
Strangers from Hell,8.7,"Drama, Horror, Psychological, Thriller","Adapted From A Webtoon, Animal Abuse, Animal Death, Gaslighting, Hostel, Hot-Tempered Male Lead, Mental Illness, Mental Torment, Murder, PTSD, Psychopath, Torture, Trauma",54461.0,-0.147,"Ahn Eun Jin, Im Si Wan, Lee Dong Wook, Lee Joong Ok, Lee Jung Eun, Park Jong Hwan, Yim Si Wan","Yoon Jong Woo is a young guy in his 20s who moves from the countryside to Seoul after his college friend, Jae Ho, offers him a job. While looking for a place to live, he stumbles upon Eden Gosiwon, a cheap hostel that shares the kitchen and bathroom with other residents. He is not thrilled about the quality of the place or the other abnormal residents, such as his next-door neighbor Seo Moon Jo, a charismatic dentist. Nevertheless, Jong Woo decides to put up with it for 6 months until he saves enough money to move out. However, mysterious events start occurring in the apartment, causing Jong Woo to begin fearing the apartment's residents."
Strong Woman Do Bong Soon,8.7,"Action, Comedy, Drama, Romance, Supernatural, Thriller","Badass Female Lead, Bodyguard, Bromance, Father-Daughter Relationship, Female Lead Action Scenes, Game Developer, Gangster, Love Triangle, Nice Male Lead, Rich Male Lead, Strong Female Characters, Strong Female Lead, Superhuman Strenght, Superhuman Strength, Workplace",239773.0,0.536,"Jun Suk Ho, Kim Ji Soo, Park Bo Young, Park Hyung Sik, Shim Hye Jin, Yoo Jae Myung","Do Bong Soon is a petite, unemployed woman who is honest and kind. She appears little and sweet on the outside, but she is in fact very, very strong. For generations in her family, the women have been gifted Herculean strength to use for the greater good. If abused, however, their power will be taken away."
Strong Woman Do Bong Soon ,8.7,"Action, Comedy, Romance, Supernatural","Boss-Employee Relationship, Father-Daughter Relationship, Female Lead Action Scenes, Gang, Love Triangle, Nice Male Lead, Poor Woman, Rich Male Lead, Rich Man, Strong Female Lead, Superhuman Strength",179271.0,0.313,"Kim Ji Soo, Park Bo Young, Park Hyung Sik","Do Bong Soon is a petite, unemployed woman who is honest and kind. She appears little and sweet on the outside, but she is in fact very, very strong. For generations in her family, the women have been gifted Herculean strength to use for the greater good. If abused, however, their power will be taken away.
Whilst standing up for herself after gang members bully her, she finds herself approached by Ahn Min Hyuk, the handsome and somewhat childish CEO of Ainsoft, a gaming company. Ahn Min Hyuk, who holds a great distrust towards the police, witnessed the whole exchange of Bong Soon's superhuman strength, and now wants to employ her as a bodyguard after being threatened by an unknown enemy. Min Hyuk falls in love with super-strong Bong Soon at first sight, but there's a catch. Bong Soon has eyes for someone else; a police officer and childhood friend, In Guk Doo, whom she has known since high school.
When chaos ensues after a series of kidnappings in Do Bong Soon's hometown of Dobong-dong, Dobong-gu, Bong Soon must decide whether to use her strength and stand up to evil, or play it safe and keep her powers hidden from the world. Combined with the love triangle she faces between In Guk Doo and Ahn Min Hyuk, as well as having to keep Min Hyuk safe, Bong Soon's life is thrown into turmoil. Can she use her strength for the greater good, or will it prove in the end to be too much?"
Suspicious Partner,8.3,"Comedy, Law, Romance, Thriller","Boss-Employee Relationship, Bromance, Cohabitation, Ex-girlfriend Comes Back, Hardworking Female Lead, Nice Female Lead, Nice Male Lead, Opposites Attract, Poor Female Lead, Smart Male Lead, Steamy Kiss, Strong Female Lead, Tragic Past, Wrongfully Accused",137092.0,0.232,"Choi  Tae Joon, Choi Tae Joon, Dong Ha, Ji Chang Wook, Kim Ye Won, Kwon Na Ra, Nam Ji Hyun","Noh Ji Wook is a brainiac prosecutor and Eun Bong Hee is a rookie justice department intern, who always seems to find herself in the most unfortunate and embarrassing situations. Bong Hee is falsely accused of murdering her ex-boyfriend, and Ji Wook gets demoted because he risks his career and reputation to save Bong Hee. Things get complicated as their careers, and love lives get entangled, but one thing brings them together- catching the real culprit responsible for a series of murders before they run out of time and get themselves killed. Ji Eun Hyuk used to be a good friend of Ji Wook, and their friendship used to be the strongest ever. During Eun Hyuk's troubled childhood, Ji Wook used to feel like his only family."
Sweet Home,8.7,"Action, Drama, Horror, Sci-Fi, Supernatural","Adapted From A Webtoon, Attempted Suicide, Character Development, Death, Gore, Monster, Monsters, Multiple Mains, Nice Male Lead, Paranormal, School Bullying, Supernatural Phenomena, Survival, Trauma",119232.0,0.092,"Go Min Si, Go Youn Jung, Kim Gab Soo, Kim Nam Hee, Kim Sang Ho, Lee Do Hyun, Lee Jin Wook, Lee Si Young, Park Gyu Young, Song Kang","Following the death of his family in an accident, loner Cha Hyun Soo moves to a new apartment. His quiet life is soon disturbed by strange incidents that start occurring in his apartment, and throughout Korea. As people start to turn into monsters, Hyun Soo and the other residents try to survive."
Sweet Home ,8.7,"Action, Drama, Horror, Sci-Fi","Adapted From A Webtoon, Attempted Suicide, Character Development, Gore, Monsters, Multiple Mains, School Bullying, Supernatural Phenomena, Survival, Trauma",75786.0,-0.068,"Go Min Si, Go Youn Jung, Kim Gab Soo, Kim Nam Hee, Kim Sang Ho, Lee Do Hyun, Lee Jin Wook, Lee Si Young, Park Gyu Young, Song Kang","Following the death of his family in an accident, loner Cha Hyun Soo moves to a new apartment. His quiet life is soon disturbed by strange incidents that start occurring in his apartment, and throughout Korea. As people start to turn into monsters, Hyun Soo and the other residents try to survive."
Tale of the Nine-Tailed,8.37,"Fantasy, Horror, Romance, Thriller","Bromance, Fated Love, Hardworking Female Lead, Interspecies Romance, Mythical Being, Nine-tailed Fox, Reincarnation, Sibling Rivalry, Smart Female Lead, Strong Female Lead, Supernatural",115256.0,0.138,"Hwang Hee, Jo Bo Ah, Kim Bum, Kim Jung Nan, Kim Yong Ji, Lee Dong Wook","The mythical nine-tailed fox, or gumiho, Lee Yeon had to settle in the city many centuries ago. Able to transform into human form, he eradicates supernatural beings that threaten the mortal world. His real aim is to find the reincarnation of his lost first love. The talented television producer Nam Ji Ah works in a show that features urban myths. In the past, her parents were involved in a mysterious car accident and disappeared, and she suspects that Lee Yeon might be connected with this accident. The half-brother to Lee Yeon is the captivating Lee Rang. Despite being half-human himself, he harbors a deep-seated contempt for all people. For sport, he will unleash his seductive prowess upon his human-du-jour, by promising to grant them their wishes, only to trick them into paying a hefty price for their earthly desires."
Taxi Driver ,8.8,"Action, Crime, Drama, Thriller","Adapted From A Webtoon, Death Of A Mother, Investigation, Police Officer Male Lead, Prosecutor Female Lead, Revenge, Secret Organization, Smart Female Lead, Strong Male Lead, Taxi Driver Male Lead",43385.0,-0.206,"Esom, Kim Eui Sung, Lee Je Hoon, Pyo Ye Jin","Do Gi has lived more honestly than anyone else as an officer in the Special Forces. Yet, when a serial killer murders his mother, he spends his days in agony. While feeling wronged and broken, Do Gi meets Jang Sung Chul, who recruits Do Gi to work for his company, Rainbow Taxi. Far from an ordinary taxi service, Rainbow Taxi is a secret organization that avenges victims whom the law didn’t protect. Here, Do Gi becomes a star driver who delivers satisfying revenge. Meanwhile, Ha Na is a prosecutor who investigates Rainbow Taxi. She is furious with their lawless behavior, but at the same time, she feels confused about seeing them solve cases that the law cannot. Between those who believe that revenge embodies true justice and those who pursue the outlaws, Do Gi seeks what justice truly means."
